845.776	72.476	6.30636420426252
854.159	77.533	2.3494356528314
831.273	70.152	3.6264019072394
834.245	81.126	3.3545125685287
806.156	86.639	20.301587031448
749.534	84.148	2.48978719337248
745.558	88.627	2.1262387859588
735.364	88.62	4.53180678452182
742.098	95.958	2.48052045714252
740.015	110.338	4.2745805802088
764.373	93.446	14.5699831321714
773.119	122.554	20.4101718940336
805.978	123.321	10.0149239427349
809.948	139.176	4.29587091034098
810.318	151.999	2.53809314352144
818.168	159.464	3.87882584268606
818.181	168.028	2.27134803913916
823.573	176.958	3.14712062172796
836.343	174.098	2.18162094626298
842.473	178.921	2.72725147978522
845.39	163.133	3.57229599031342
831.635	160.952	8.05687950146508
851.072	137.923	2.71371310115782
852.467	128.087	2.6022715391915
852.81	121.222	2.92357169226466
869.624	131.661	5.76208140156566
859.416	149.211	7.86063595686398
861.457	167.341	9.66592952490518
923.162	127.242	5.23554009795644
931.348	129.005	1.62753441298793
936.336	134.182	2.85056371019608
962.01	164.438	5.93172528237852
979.684	156.233	3.60494536729968
996.805	140.744	2.36313716280592
1000.379	119.499	2.48013290945848
1038.501	112.254	3.9733221926888
1044.28	133.829	7.5204052013762
1064.721	79.989	2.95208876069832
1078.2	84.95	3.86973589062826
1014.313	71.994	2.4915212217365
1007.981	67.902	3.1954965798739
969.252	81.84	4.59380932801842
924.799	82.881	3.2821651592338
932.768	78.947	3.21243547893222
934.081	88.031	2.55079247117202
941.529	66.124	3.17678294064556
955.047	72.913	14.3780512265889
688.493	121.68	4.42811405493584
698.444	131.44	3.10338352417032
704.356	137.694	3.98452914498036
676.013	125.397	3.44653496875442
655.048	118.392	4.56735241561572
678.92	113.306	8.33406938755686
684.749	136.133	9.5687559153891
724.707	158.375	2.99869241051596
724.68	168.36	2.93199236245964
725.404	178.498	2.56207117651116
732.035	182.173	2.41215970799102
725.246	190.524	2.71023996517808
725.794	197.117	2.95105184860846
732.069	199.871	2.5882294455931
709.648	177.844	9.05695089425804
668.39	190.624	2.06569145361598
680.257	209.704	3.90635718246088
676.761	222.862	2.89206660546198
669.273	229.657	2.05742209329216
684.329	192.565	11.8094872102703
685.646	162.964	20.1550380909118
648.643	146.933	20.5462944516898
629.797	131.762	3.0916908195066
640.155	125.141	2.36861960674092
610.437	170.938	3.19408101550816
607.01	189.89	4.31218362780846
595.366	205.723	2.99237307819924
620.525	218.592	2.77220399800558
627.465	221.966	3.61324007209148
626.77	234.254	3.81538864172268
616.711	232.632	4.36562922816926
579.051	162.939	9.7064498115411
609.689	150.816	15.9038052699408
622.651	164.587	2.71149286683374
489.36	230.428	2.36863103835506
496.079	232.633	3.0084864650539
504.677	226.984	1.83423181983926
502.344	239.702	6.22936027786194
484.967	242.962	6.9966940639404
476.311	299.306	6.89776845267372
461.571	307.695	2.12276300295592
467.058	273.378	17.8153195769296
416.129	327.815	2.40693628976702
448.662	343.619	2.9838145637536
458.913	342.985	2.90949072797208
463.734	379.879	2.5325009046544
473.414	390.096	3.88400173743228
510.326	363.979	3.70828713447992
515.191	371.323	2.88058749895948
537.483	388.459	6.74297430856114
541.039	418.585	3.13258970134182
532.591	413.236	7.1583117346608
518.991	414.145	7.39193810948386
819.382	189.789	2.857098302926
833.113	186.502	5.16816783565662
848.617	184.265	3.73340685725428
837.779	192.658	1.93021472287126
842.135	197.015	2.07499386827336
830.987	200.23	2.87745958933676
824.236	199.376	1.85128191163568
836.759	205.616	2.7772564985135
823.141	209.853	2.6818853702603
810.372	201.832	6.70948826021162
797.815	210.12	3.43616602145952
806.372	217.04	4.1960614544604
783.364	209.556	6.5168833034018
760.276	221.943	6.21663943059416
781.358	285.052	3.29245818173232
793.152	290.654	2.48625372556482
785.113	294.632	3.48223698097754
736.468	294.055	4.22777996916472
751.424	303.672	5.8113546130253
800.547	320.305	4.21587556600184
809.516	320.331	2.86581540388168
816.25	326.909	4.61243639136624
805.23	330.191	2.6455774129404
828.623	326.213	2.75838798957798
830.552	315.155	2.72128248163114
840.462	321.503	2.35674720054508
855.823	324.293	3.87402121426436
854.237	335.616	2.1655092735014
857.703	331.043	2.16046197613204
846.159	332.548	4.10957740864586
839.4	338.099	3.31805680322056
792.617	333.336	4.3198141868288
790.748	348.396	8.86992131253384
795.661	376.818	4.57951400818502
788.692	384.912	2.21286925314814
795.303	394.537	1.94371805118293
802.548	387.274	2.82802757570236
799.099	415.506	2.4572641075226
805.823	420.093	3.48495488305356
784.326	406.029	2.50963299677932
792.315	410.314	3.9429555469954
813.543	379.131	7.73726071699398
678.055	300.491	3.54173573556728
649.972	313.041	3.31355121596692
638.243	332.85	8.89014328566386
688.09	355.247	2.14916730945556
699.304	348.256	3.69460743704622
696.423	370.318	2.3852233167411
632.1	362.358	3.38872387790238
608.275	395.13	2.93859649515214
616.052	433.759	1.80337251900769
611.406	428.11	1.67485997389024
601.521	432.441	3.97236789399994
595.069	429.914	2.44801583612146
583.292	439.064	4.22072560153188
573.245	448.606	3.60429685037762
622.219	443.594	2.81425714021936
624.781	451.356	2.65815014352716
634.841	453.421	2.37718711858618
672.751	459.932	2.38527490776878
677.227	485.522	2.56336193516716
501.663	432.016	2.91667793051818
513.648	446.179	1.52139627637732
518.272	462.541	3.21830657173974
502.011	464.399	2.2187933549593
588.501	407.437	15.3676617693126
622.563	392.35	8.30654879471768
562.262	389.869	20.6916420117806
539.456	350.346	20.196048493461
503.524	350.213	7.15891108950504
490.057	372.974	9.92468545451396
414.625	452.086	7.82351852596982
396.914	457.228	7.35308933354068
406.786	481.42	4.5715238103216
409.089	495.271	3.42770047121414
383.723	492.242	7.44368511735042
362.26	502.198	3.30008912403136
348.766	496.191	3.90767831376646
359.754	517.854	3.32355843585712
385.822	510.891	2.79351753100746
405.242	521.362	8.2481336769426
426.91	515.988	7.02647971729758
444.485	512.303	2.04712852744124
455.253	519.538	4.94685724225666
481.762	498.155	2.1060470798
486.048	484.49	2.96663774354898
492.741	472.809	2.30586600429862
499.451	450.702	7.27787963738276
432.299	474.806	18.3573901700223
469.043	468.936	21.2437419161554
451.415	419.397	18.893830030786
494.328	406.742	20.9163926967854
434.318	385.386	18.8189198757543
481.519	335.973	19.26896455742
434.403	327.75	17.6653357685551
507.717	268.555	21.9868471950656
507.717	268.555	21.9868471950656
542.142	271.04	4.01946896359348
523.343	310.613	21.8585813442994
559.349	296.221	11.456145808434
551.695	243.187	19.8770260715788
530.969	213.279	20.1044495883256
576.853	191.909	21.8226586359148
594.443	229.451	17.5620184260531
596.494	250.001	3.52768747110066
607.114	248.05	2.94313473975276
618.857	244.964	3.86629819358398
594.943	263.685	2.8437372227418
617.453	269.567	19.7949903242055
665.667	253.63	21.3569518057428
652.713	219.387	19.4713730986158
636.028	187.917	21.7098521074328
699.767	214.495	17.2636520129177
728.466	228.026	20.1649355681178
716.078	264.926	16.1308702857643
682.342	277.086	14.7026948299239
661.994	304.394	9.91944255289608
633.649	299.799	20.00012941655
583.167	322.477	22.7153312067626
605.691	357.343	21.26564595846
665.852	340.795	24.2259298816642
